1193524043	&PAIR_サクミミCM				PR	TRUE	1	株式会社&PAIR	TRUE
1193524042	Curel_本島_店頭_Natee_日本				PR			花王	TRUE
1193524034	OXY_01				PR			ロート製薬	TRUE
1193524033	0908_LUX_荒牧さん_02-テキスト下位置				PR			ユニリーバ・ジャパン	TRUE
1193524022	HONDAHEAT_01				PR	TRUE	2	本田技研工業	TRUE
1193524020	366tate_tiktok_01				PR				TRUE
1193524019	yasen10_tate_05-v1				PR				TRUE
1193524018	[カット] TopView版				PR				TRUE
1191032807	CRYMELIGHT_1stPV_EN_FIX				PR			株式会社CRYMELIGHT	TRUE
1101225181	横山大観ARTMOVIE				PR			横山大観記念館	TRUE
1101222944	230926FIX_zetubou_pr				PR				TRUE
1101222601	LGmizuuhodai_drone_offline0927				PR			LGエレクトロニクス	TRUE
1101222291	sony_WIT_digest_KAN				PR			ソニー	TRUE
999422126	0808-2_BBX_PV				PR				TRUE
999420967	クイックル12s				PR			花王	TRUE
999419741	Pokemon_CD				PR			ポケモン	TRUE
999414669	0813_コンテンツキャリア				OTHER				TRUE
999414443	0813_ペルソナキューブ				OTHER				TRUE
999404835	no08_L_Akame-ga-KILL-2_1920x1080				PR			株式会社スクウェア・エニックス	TRUE
999404636	BM10_tate_05				PR				TRUE
999404610	oshidora-top3_愛してる_tiktok_01				PR			推しドラ	TRUE
994966937	BZ4X - NIGHTリッチフォーカス_1080x1920				PR			トヨタ自動車	TRUE
994966916	0604_i7_サイネージ-B_02				OTHER				TRUE
941493604	TOYOTAトリセツ_01				PR	TRUE	3	トヨタ自動車	TRUE
941493034	cocochiF15s				PR				TRUE
941491289	0209_2024展示会SWEB_合体ver_02				EVENT				TRUE
939945279	mon9th_大縄				PR			MIXI	TRUE
939945171	mon9th_MQB				PR			MIXI	TRUE
939944267	決勝戦				EVENT				TRUE
939944257	カウントダウン				OTHER				TRUE
929459392	本厚木Root01				OTHER				TRUE
929459356	本厚木PR				OTHER				TRUE
929459342	0119_nakano_signage_logo-ari				GRAPHIC				TRUE
893607522	神協Teaser_FIX				PR				TRUE
893607090	abepro_RCG03				PR			AbemaTV	TRUE
893607069	abepro_RCG01				PR			AbemaTV	TRUE
893607041	abepro_RCG02				PR			AbemaTV	TRUE
893606519	AmazonFlex_応募あり				PR			アマゾン	TRUE
879269765	0823_東京海上日動APP				PR			東京海上日動火災保険	TRUE
841091601	大阪電気通信大学				OTHER				TRUE
837435789	GAPRISE_ex				PR			株式会社GAPRISE	TRUE
837434229	R6S_TR_FIX				PR			Ubisoft	TRUE
837430842	YY-News_MIX				PR			読売広告社	TRUE
837430836	2201_今日好き部OP_v4_FIX				EVENT				TRUE
825047574	2023Spring-CUP_OP2				EVENT				TRUE
825047459	MIXITECH2023_v2 (1)				EVENT			MIXI	TRUE
825047333	NF2023_F-UP_FIX				EVENT				TRUE
819715322	anchor_Reel_2023.mp4				COAPORATE				TRUE
786878893	CRY_PV_FIX.mp4				PR				TRUE
786878192	0913_2021BS_PV_90S.mp4				PR			バンダイ	TRUE
786498127	SAMSUNG_SSD_2022.mp4				PR			サムスン	TRUE
784306122	2022ProL_Final_mix05.mp4				EVENT				TRUE
777951615	SAMSUNG_SSD_Kaijyuu.mp4				PR			サムスン	TRUE
771049804	東京海上日動APP_FIX.mp4				PR			東京海上日動火災保険	TRUE
764076089	Apex_scan.mp4				PR			Electronic Arts	TRUE
759763293	0819_Gozetsu_Teitai.mp4				OTHER				TRUE
759756597	shibusawa_Fix.mp4				OTHER				TRUE
759756370	SAMSUNG_SSD_BERSERK.mp4				PR			サムスン	TRUE
759756308	1003_SAMSUNG_SSD_1-10.mp4				PR			サムスン	TRUE
759754930	XFP2022_OP_FIX				EVENT				TRUE
759754869	XFP2022_CNT_Youtube_FIX				PR				TRUE
759754811	XFP2022_CNT_Orchestra_FIX				OTHER				TRUE
759754755	XFP2022_CNT_Doubt_FIX.mov				OTHER				TRUE
759754265	MF2022_CNT_天魔の弧城_FIX				OTHER				TRUE
759754238	MF2022_CNT_NEWS_FIX				OTHER				TRUE
759754195	MF2022_CNT_Kentei_FIX.mp4				OTHER				TRUE
702797044	inosuke_ALL.mp4				OTHER				TRUE
702758536	0425_CUCINA.mp4				PR			共同印刷株式会社	TRUE
650217270	m-Freak2021_AT_baku.mp4				OTHER				TRUE
650216450	1028_MPL2021_GLOP.mp4				OTHER				TRUE
649477946	1124_20211122_ts0398_1.mp4				OTHER				TRUE
640279243	painoko_reader.mp4				OTHER				TRUE
598721654	fix_0901-2_mixi_corporation_pv.mp4				PR			MIXI	TRUE
590252107	monst_pr_gozetsu.mp4				PR				TRUE
579399628	0420_mahodiy_OP.mp4				OTHER				TRUE
574791236	mst_21XFP_wakaru_FIX.mp4				OTHER				TRUE
574791195	mst_21XFP_tag_FIX.mp4				OTHER				TRUE
574791166	mst_21XFP_quiz_FIX.mp4				OTHER				TRUE
574791131	mst_21XFP_orchestra_FIX.mp4				OTHER				TRUE
574791085	mst_21XFP_news_FIX.mp4				OTHER				TRUE
574791050	mst_21XFP_montsu_FIX.mp4				OTHER				TRUE
574791019	mst_21XFP_monsprint_FIX.mp4				OTHER				TRUE
574791000	mst_21XFP_monsoni_FIX.mp4				OTHER				TRUE
574790974	mst_21XFP_medal_FIX.mp4				OTHER				TRUE
574790935	mst_21XFP_M4_FIX.mp4				OTHER				TRUE
574790906	mst_21XFP_kotodaman-D2_FIX.mp4				OTHER				TRUE
574790870	mst_21XFP_kotodaman-D1_FIX.mp4				OTHER				TRUE
574790848	mst_21XFP_hunting_FIX.mp4				OTHER				TRUE
574790824	mst_21XFP_GvsH_FIX.mp4				OTHER				TRUE
574790795	mst_21XFP_G-shot_FIX.mp4				OTHER				TRUE
574790773	mst_21XFP_bet_FIX.mp4				OTHER				TRUE
574790757	mst_21XFP_A-battle_FIX.mp4				OTHER				TRUE
522275510	mahodiy_logo_fix.mov				OTHER				TRUE
522275479	kyosukibu_ill01_all.mov				OTHER				TRUE
522275431	2101_TELASA_SMezon.mp4				OTHER				TRUE
522275397	20-10_今日好き部OP.mp4				OTHER				TRUE
522274896	LapidThrough01.mp4				OTHER				TRUE
522274857	0308_takaQ_sale.mp4				OTHER				TRUE
501676524	mst_20XFP_sentakugeki_FIX				OTHER				TRUE
501676492	mst_20XFP_quiz_FIX				OTHER				TRUE
501676455	mst_20XFP_peachboyz_FIX				OTHER				TRUE
501676402	mst_20XFP_orchestra_FIX				OTHER				TRUE
501676362	mst_20XFP_news_FIX				OTHER				TRUE
501676328	mst_20XFP_nenbutsu_FIX				OTHER				TRUE
501676288	mst_20XFP_monsoni_FIX				OTHER				TRUE
501676261	mst_20XFP_m-table_FIX				OTHER				TRUE
501676215	mst_20XFP_Lucifer_FIX				OTHER				TRUE
501676177	mst_20XFP_kotodaman02_FIX				OTHER				TRUE
501676127	mst_20XFP_kotodaman01_FIX				OTHER				TRUE
501676093	mst_20XFP_KD5_FIX				OTHER				TRUE
501676059	mst_20XFP_jushin-s_FIX				OTHER				TRUE
501676007	mst_20XFP_jushin_ver2_FIX				OTHER				TRUE
501675966	mst_20XFP_jushin_FIX				OTHER				TRUE
501675913	mst_20XFP_gouzetsu_FIX				OTHER				TRUE
501675877	mst_20XFP_genteikorin_FIX				OTHER				TRUE
501675810	mst_20XFP_gekikyukyoku_FIX				OTHER				TRUE
501675772	mst_20XFP_bakuzetsu_FIX				OTHER				TRUE
501675650	mst_20XFP_gkr_teamAT_YT				OTHER				TRUE
501675500	mst_20XFP_semifinal_FIX				OTHER				TRUE
501675412	H-jushin_at-team_jushin_FIX				OTHER				TRUE
501675372	mst_20XFP_bkz_teamAT_A_fix				OTHER				TRUE
501675200	NA2_PARK2020_PV				PR				TRUE
501675052	健康経営OC_aud01				OTHER				TRUE
501674498	DC_UFJ_nicos_short				OTHER				TRUE
501669267	X-moment_Vcon				OTHER				TRUE
501669244	telasa02				OTHER				TRUE
501669230	telasa01				OTHER				TRUE
501669212	telasa03				OTHER				TRUE
478767854	acc_loop_day2				OTHER				TRUE
478767818	acc_loop_day1				OTHER				TRUE
454288944	mst_Freak_op				OTHER				TRUE
454272744	H-juou_at-team03_FIX				OTHER				TRUE
454272729	mst_Freak_AT_ sprint_FIX				OTHER				TRUE
454272704	mst_Freak_AT_VS_FIX				OTHER				TRUE
454272683	mst_Freak_AT_quiz_FIX				OTHER				TRUE
454272628	mst_Freak_AT_news_FIX				OTHER				TRUE
454272610	mst_Freak_AT_monsoni_FIX				OTHER				TRUE
454272601	mst_Freak_AT_jushin_FIX.mp4				OTHER				TRUE
454272562	mst_Freak_AT_juou_FIX				OTHER				TRUE
454272559	mst_Freak_AT_fight_FIX.mp4				OTHER				TRUE
454272518	mst_Freak_AT_are_FIX				OTHER				TRUE
452104743	NA2_PARK2020_PV				PR				TRUE
446004906	takefu-knif				OTHER				TRUE
433848901	0629_shyun-maya_mv				PR				TRUE
429335169	CM２本目完パケ				PR				TRUE
416292604	ナマケモノ				OTHER				TRUE
411262867	ナマケモノ				OTHER				TRUE
390417596	mst_100party				OTHER				TRUE
390417561	mst_100party_variety				OTHER				TRUE
390417533	mst_100party_soromon				OTHER				TRUE
390417495	mst_100party_otoko				OTHER				TRUE
390417416	mst_100party_news				OTHER				TRUE
390417355	mst_100party_Lucidakki				OTHER				TRUE
390417299	mst_100party_jushin				OTHER				TRUE
390417234	mst_100party_1patsu				OTHER				TRUE
390417142	mst_100party_ wakaru				OTHER				TRUE
390417039	mst_100party_ M4				OTHER				TRUE
389915164	8story_na01				OTHER				TRUE
380701048	RESET				OTHER				TRUE
376083797	1128_en_aoierica				OTHER				TRUE
375891176	small_en_8story				OTHER				TRUE
375891020	small_8story				OTHER				TRUE
372826017	aoierica				OTHER				TRUE
369492954	1029_mf_p-map				OTHER				TRUE
364242137	yaris_vcon_op_s				EVENT				TRUE
364242108	yaris_vcon_unveil_s				OTHER				TRUE
364201524	SDGs_comp				OTHER				TRUE
364201499	SDGs_comp_short				OTHER				TRUE
348777400	15byou_nouhin				OTHER				TRUE
348776945	VTR_05_jyushinsen_atack_team04_FIX				OTHER				TRUE
348776904	VTR_01_jyushinsen_OP_FIX				EVENT				TRUE
348334125	やじるーと_OPムービー完パケ				OTHER				TRUE
329731732	tv_mov_typo				OTHER				TRUE
329731723	tv_mov_digital				OTHER				TRUE
328432508	stg_fix				OTHER				TRUE
327004188	超十代今日好き登場VTR完パケ				OTHER				TRUE
326741960	vg_15spr				PR				TRUE
326741397	mst_pr_dark				PR				TRUE
321200278	ajis_master_190228				OTHER				TRUE
319195255	PIX-43VP100				OTHER				TRUE
314778946	pixela_natural_grill				OTHER				TRUE
